Job Titles,AI Impact,Tasks,Task Type,AI Models,Model Sophistication,AI Workload Ratio,Domain
Patient Representative,0.3,165,Routine,1153,Basic,0.143104944,General
Surgical Coordinator,0.3,120,Routine,774,Basic,0.15503876,General
Transplant Coordinator,0.3,202,Routine,1438,Basic,0.140472879,General
Campaign Manager,0.3,248,Complex,1479,Basic,0.167680865,Management & Administration
Canvasser,0.3,177,Routine,1014,Basic,0.174556213,General
City Clerk,0.3,137,Routine,865,Basic,0.158381503,Administrative
Code Enforcement Officer,0.3,141,Routine,881,Basic,0.160045403,General
Deputy Sheriff,0.3,104,Routine,675,Basic,0.154074074,General
Director Of Public Safety,0.3,137,Complex,822,Basic,0.166666667,Management & Administration
Domestic Violence Advocate,0.3,154,Routine,969,Basic,0.158926729,General
Fire Inspector,0.3,136,Routine,1385,Basic,0.098194946,General
Grants Administrator,0.3,231,Routine,1833,Intermediate,0.126022913,General
Insurance Fraud Investigator,0.3,193,Routine,1661,Intermediate,0.116195063,General
Social Work Assistant,0.3,173,Routine,1177,Basic,0.146983857,General
Expeditor,0.3,155,Routine,940,Basic,0.164893617,General
Logistician,0.3,291,Routine,1786,Intermediate,0.162933931,General
Logistics Consultant,0.3,299,Complex,1746,Intermediate,0.171248568,Business & Consulting
Logistics Supervisor,0.3,273,Routine,1707,Intermediate,0.159929701,General
Operations Supervisor,0.3,207,Routine,1373,Basic,0.150764749,General
Sourcing Manager,0.3,239,Complex,1848,Intermediate,0.129329004,Management & Administration
Supply Chain,0.3,233,Routine,1819,Intermediate,0.128092358,General
Supply Chain Specialist,0.3,230,Complex,1828,Intermediate,0.125820569,General
Diet Technician,0.3,113,Routine,763,Basic,0.148099607,Engineering & Technology
Dietary Supervisor,0.3,117,Routine,836,Basic,0.139952153,General
Nutrition Educator,0.3,164,Routine,1077,Basic,0.152274838,General
Nutrition Manager,0.3,158,Complex,1030,Basic,0.153398058,Management & Administration
Spa Receptionist,0.3,128,Routine,813,Basic,0.157441574,General
Audio Engineer,0.3,189,Complex,1368,Basic,0.138157895,Engineering & Technology
Broadcast Engineer,0.3,186,Complex,1368,Basic,0.135964912,Engineering & Technology
Development Coordinator,0.3,252,Routine,1628,Intermediate,0.154791155,General
Event Manager,0.3,322,Complex,2297,Intermediate,0.140182847,Management & Administration
Media Strategist,0.3,291,Routine,1865,Intermediate,0.156032172,General
Production Associate,0.3,246,Routine,1605,Intermediate,0.153271028,General
Public Relations Assistant,0.3,340,Routine,1948,Intermediate,0.174537988,General
Public Relations Specialist,0.3,351,Complex,2093,Intermediate,0.167701863,General
Senior Account Executive,0.3,255,Routine,2035,Intermediate,0.125307125,General
Stage Hand,0.3,76,Routine,879,Basic,0.086461889,General
Technical Director,0.3,283,Complex,2227,Intermediate,0.127076785,Management & Administration
Inspector,0.3,140,Routine,1401,Basic,0.099928622,General
Qa Consultant,0.3,329,Complex,2365,Intermediate,0.139112051,Business & Consulting
Qa Inspector,0.3,340,Routine,2417,Intermediate,0.140670252,General
Qa Lead,0.3,328,Routine,2375,Intermediate,0.138105263,General
Qa Test Lead,0.3,328,Routine,2375,Intermediate,0.138105263,General
Quality Assurance Engineer,0.3,332,Complex,2348,Intermediate,0.141396934,Engineering & Technology
Quality Assurance Inspector,0.3,351,Routine,2445,Intermediate,0.143558282,General
Quality Assurance Technician,0.3,352,Routine,2446,Intermediate,0.143908422,Engineering & Technology
Quality Control Engineer,0.3,196,Complex,1427,Basic,0.137351086,Engineering & Technology
Quality Control Technician,0.3,201,Routine,1612,Intermediate,0.124689826,Engineering & Technology
Quality Engineer,0.3,199,Complex,1597,Intermediate,0.124608641,Engineering & Technology
Quality Technician,0.3,206,Routine,1619,Intermediate,0.127239036,Engineering & Technology
Senior Quality Engineer,0.3,189,Complex,1573,Intermediate,0.120152575,Engineering & Technology
Test Architect,0.3,159,Routine,1430,Basic,0.111188811,General
Test Technician,0.3,152,Routine,1273,Basic,0.119402985,Engineering & Technology
Bioinformatician,0.3,201,Routine,1226,Basic,0.163947798,General
Bioinformatics,0.3,201,Routine,1237,Basic,0.162489895,General
Business Intelligence Developer,0.3,287,Routine,1628,Intermediate,0.176289926,General
Cnc Programmer,0.3,154,Routine,1161,Basic,0.132644272,General
Fpga Engineer,0.3,136,Complex,1332,Basic,0.102102102,Engineering & Technology
Oral Surgery Assistant,0.3,92,Routine,473,Basic,0.194503171,General
Orthodontic Assistant,0.3,89,Routine,412,Basic,0.216019417,General
Orthotist,0.3,87,Routine,476,Basic,0.182773109,General
Phlebotomy Supervisor,0.3,135,Routine,889,Basic,0.151856018,General
Prn,0.3,87,Routine,455,Basic,0.191208791,General
Radiation Therapist,0.3,75,Routine,454,Basic,0.165198238,General
Sleep Technician,0.3,82,Routine,546,Basic,0.15018315,Engineering & Technology
Auto Glass Technician,0.3,99,Routine,967,Basic,0.10237849,Engineering & Technology
Bench Technician,0.3,107,Routine,966,Basic,0.110766046,Engineering & Technology
Carpenter,0.3,116,Routine,724,Basic,0.160220994,General
Carpenter Helper,0.3,104,Routine,612,Basic,0.169934641,General
Carpentry,0.3,112,Routine,684,Basic,0.16374269,General
Combo Welder,0.3,116,Routine,616,Basic,0.188311688,General
Composite Technician,0.3,149,Routine,1079,Basic,0.138090825,Engineering & Technology
Desktop Support Technician,0.3,192,Routine,1332,Basic,0.144144144,Engineering & Technology
Equipment Specialist,0.3,168,Complex,1253,Basic,0.134078212,General
Laundry,0.3,96,Routine,767,Basic,0.125162973,General
Maintenance Engineer,0.3,202,Complex,1552,Intermediate,0.130154639,Engineering & Technology
Maintenance Planner,0.3,213,Routine,1585,Intermediate,0.134384858,General
Ndt Technician,0.3,161,Routine,907,Basic,0.177508269,Engineering & Technology
Process Manager,0.3,227,Complex,1674,Intermediate,0.135603345,Management & Administration
Sanitation Worker,0.3,54,Routine,404,Basic,0.133663366,General
Service Technician,0.3,119,Routine,1006,Basic,0.118290258,Engineering & Technology
Tower Climber,0.3,53,Routine,389,Basic,0.136246787,General
Trailer Mechanic,0.3,67,Routine,450,Basic,0.148888889,General
Trash Collector,0.3,59,Routine,525,Basic,0.112380952,General
Bindery Operator,0.3,115,Routine,771,Basic,0.149156939,General
Cnc Machinist,0.3,134,Routine,780,Basic,0.171794872,General
Embroidery Machine Operator,0.3,122,Routine,669,Basic,0.182361734,General
Inventory Control Clerk,0.3,255,Routine,1952,Basic,0.130635246,Administrative
Laser Operator,0.3,201,Routine,1640,Intermediate,0.122560976,General
Line Leader,0.3,201,Routine,1598,Intermediate,0.125782228,General
Machine Operator,0.3,197,Routine,1598,Intermediate,0.123279099,General
Manufacturing Specialist,0.3,284,Complex,2068,Intermediate,0.137330754,General
Mechanical Inspector,0.3,271,Routine,1811,Intermediate,0.149641082,General
Merchandise Planner,0.3,240,Routine,1896,Intermediate,0.126582278,General
Monitor,0.3,135,Routine,906,Basic,0.149006623,General
Packaging Machine Operator,0.3,233,Routine,1338,Basic,0.174140508,General
Packaging Manager,0.3,260,Complex,2061,Intermediate,0.126152353,Management & Administration
Packaging Operator,0.3,237,Routine,1371,Basic,0.172866521,General
Packaging Specialist,0.3,284,Complex,2147,Intermediate,0.132277597,General
Process Operator,0.3,194,Routine,900,Basic,0.215555556,General
Roll Off Driver,0.3,55,Routine,399,Basic,0.137844612,General
Sensor Operator,0.3,119,Routine,992,Basic,0.119959677,General
Smt Operator,0.3,106,Routine,848,Basic,0.125,General
Warehouse Specialist,0.3,101,Complex,673,Basic,0.150074294,General
Warehouseman,0.3,90,Routine,630,Basic,0.142857143,General
Yard Driver,0.3,58,Routine,493,Basic,0.117647059,General
Automotive Consultant,0.3,228,Complex,1388,Basic,0.16426513,Business & Consulting
Benefits Consultant,0.3,234,Complex,1391,Basic,0.168224299,Business & Consulting
Economic Consultant,0.3,164,Complex,1072,Basic,0.152985075,Business & Consulting
Implementation Consultant,0.3,299,Complex,1782,Intermediate,0.167789001,Business & Consulting
Integration Consultant,0.3,298,Complex,1737,Intermediate,0.171560161,Business & Consulting
Lean Consultant,0.3,290,Complex,1678,Intermediate,0.172824791,Business & Consulting
Salesforce Consultant,0.3,262,Routine,1991,Intermediate,0.131592165,Business & Consulting
Call Center Specialist,0.3,301,Complex,1816,Intermediate,0.165748899,General
Advertising Account Executive,0.3,281,Routine,1882,Intermediate,0.149309245,General
Assistant Sales Manager,0.3,234,Routine,1446,Basic,0.161825726,Management & Administration
Automotive Sales Manager,0.3,227,Routine,1439,Basic,0.157748436,Management & Administration
Brand Consultant,0.3,281,Complex,1832,Intermediate,0.153384279,Business & Consulting
Brand Specialist,0.3,280,Complex,1839,Intermediate,0.152256661,General
Brand Strategist,0.3,283,Routine,1841,Intermediate,0.153720804,General
Channel Marketing Manager,0.3,238,Complex,1697,Intermediate,0.140247496,Management & Administration
Conference Coordinator,0.3,289,Routine,2026,Intermediate,0.142645607,General
Content Manager,0.3,314,Complex,2327,Intermediate,0.134937688,Management & Administration
Content Strategist,0.3,320,Routine,2339,Intermediate,0.136810603,General
Digital Strategist,0.3,308,Routine,2225,Intermediate,0.138426966,General
Field Marketing Manager,0.3,242,Complex,1591,Intermediate,0.152105594,Management & Administration
Marketer,0.3,288,Routine,2208,Intermediate,0.130434783,General
Marketing Professional,0.3,283,Routine,2192,Intermediate,0.129105839,Sales & Marketing
Marketing Strategist,0.3,310,Routine,2324,Intermediate,0.133390706,Sales & Marketing
Talent Manager,0.3,223,Complex,1733,Intermediate,0.128678592,Management & Administration
Product Support Specialist,0.3,288,Routine,2115,Basic,0.136170213,Customer Service
Project Architect,0.3,163,Routine,1206,Basic,0.135157546,General
Project Executive,0.3,162,Routine,1140,Basic,0.142105263,General
Project Superintendent,0.3,158,Routine,1146,Basic,0.137870855,General
Bookstore,0.3,210,Routine,1355,Basic,0.15498155,General
Head Cashier,0.3,140,Routine,1064,Basic,0.131578947,General
Pharmacy Cashier,0.3,124,Routine,629,Basic,0.197138315,General
Restaurant Cashier,0.3,120,Routine,792,Basic,0.151515152,General
Retail Cashier,0.3,117,Routine,730,Basic,0.160273973,General
Retail Sales Consultant,0.3,189,Routine,1384,Basic,0.136560694,Business & Consulting
Service Cashier,0.3,118,Routine,784,Basic,0.150510204,General
Store Cashier,0.3,117,Routine,730,Basic,0.160273973,General
Store Detective,0.3,73,Routine,516,Basic,0.141472868,General
Visual Merchandiser,0.3,210,Routine,1773,Intermediate,0.118443316,General
Electrical Estimator,0.3,176,Routine,1063,Basic,0.165569144,General
Elevator Technician,0.3,128,Routine,721,Basic,0.177531207,Engineering & Technology
Equipment Operator,0.3,127,Routine,702,Basic,0.180911681,General
Field Inspector,0.3,175,Routine,941,Basic,0.18597237,General
Foreman,0.3,119,Routine,1295,Basic,0.091891892,General
Heavy Equipment Operator,0.3,104,Routine,1188,Basic,0.087542088,General
Lead Carpenter,0.3,112,Routine,901,Basic,0.124306326,General
Right Of Way Agent,0.3,102,Routine,696,Basic,0.146551724,General
Insurance Adjuster,0.3,152,Routine,1454,Basic,0.104539202,General
Rails Developer,0.3,191,Routine,1584,Intermediate,0.120580808,General
Ruby Developer,0.3,190,Routine,1583,Intermediate,0.120025268,General
Software Analyst,0.3,279,Complex,2092,Intermediate,0.133365201,Business & Consulting
Software Support Engineer,0.3,286,Routine,2083,Intermediate,0.137301968,Engineering & Technology
Web Analyst,0.3,251,Complex,1761,Intermediate,0.142532652,Business & Consulting
Administrative Analyst,0.3,291,Complex,1691,Intermediate,0.172087522,Business & Consulting
Analytics Consultant,0.3,297,Complex,1789,Intermediate,0.166014533,Business & Consulting
Analytics Manager,0.3,297,Complex,1788,Intermediate,0.166107383,Management & Administration
Business Analyst Manager,0.3,289,Complex,1671,Intermediate,0.172950329,Management & Administration
Business Architect,0.3,255,Routine,1459,Basic,0.174777245,General
Business Development Coordinator,0.3,300,Routine,1867,Intermediate,0.160685592,General
Business Development Executive,0.3,323,Routine,1961,Intermediate,0.164711882,General
Business Intelligence Analyst,0.3,305,Complex,1828,Intermediate,0.166849015,Business & Consulting
Business Strategist,0.3,264,Routine,1512,Intermediate,0.174603175,General
Business Systems Analyst,0.3,306,Complex,1773,Intermediate,0.172588832,Business & Consulting
Collection Analyst,0.3,174,Complex,1017,Basic,0.171091445,Business & Consulting
Data Engineer,0.3,216,Complex,1478,Basic,0.146143437,Engineering & Technology
Financial Business Analyst,0.3,376,Complex,2519,Intermediate,0.149265582,Business & Consulting
Imagery Analyst,0.3,261,Complex,1941,Intermediate,0.13446677,Business & Consulting
It Business Analyst,0.3,379,Complex,2519,Intermediate,0.15045653,Business & Consulting
Junior Analyst,0.3,372,Complex,2481,Intermediate,0.149939541,Business & Consulting
Junior Business Analyst,0.3,373,Complex,2496,Intermediate,0.149439103,Business & Consulting
Research Engineer,0.3,205,Complex,1746,Intermediate,0.117411226,Engineering & Technology
Senior Business Analyst,0.3,294,Complex,2165,Intermediate,0.135796767,Business & Consulting
Data Center Technician,0.3,202,Routine,1417,Basic,0.142554693,Engineering & Technology
Senior Database Administrator,0.3,211,Routine,1749,Intermediate,0.120640366,General
Benefits Administrator,0.3,238,Routine,1372,Basic,0.173469388,General
Employment Specialist,0.3,216,Complex,1190,Basic,0.181512605,General
Hr Specialist,0.3,246,Complex,1874,Intermediate,0.131270011,General
Human Resources Specialist,0.3,236,Complex,1811,Intermediate,0.130314743,General
Physician Recruiter,0.3,188,Routine,1178,Basic,0.15959253,General
Reporting Analyst,0.3,244,Complex,1914,Intermediate,0.127481714,Business & Consulting
Training Administrator,0.3,299,Routine,1876,Intermediate,0.159381663,General
Travel Coordinator,0.3,241,Routine,1611,Intermediate,0.149596524,General
Background Investigator,0.3,166,Routine,1121,Basic,0.14808207,General
Bankruptcy Paralegal,0.3,209,Routine,1341,Basic,0.15585384,Legal Services
Contract Administrator,0.3,226,Routine,1336,Basic,0.169161677,General
Foster Care Case Manager,0.3,173,Complex,1505,Intermediate,0.114950166,Management & Administration
Intellectual Property Attorney,0.3,196,Routine,1380,Basic,0.142028986,General
Legal Analyst,0.3,235,Complex,1548,Intermediate,0.151808786,Business & Consulting
Legal Consultant,0.3,220,Complex,1464,Basic,0.150273224,Business & Consulting
Patent Attorney,0.3,176,Routine,1168,Basic,0.150684932,General
Staff Attorney,0.3,135,Routine,1167,Basic,0.115681234,General
Development Officer,0.3,174,Routine,1022,Basic,0.170254403,General
Major Gifts Officer,0.3,219,Routine,1732,Intermediate,0.126443418,General
Outreach Worker,0.3,177,Routine,1194,Basic,0.148241206,General
Volunteer Manager,0.3,196,Complex,1532,Intermediate,0.127937337,Management & Administration
Youth Worker,0.3,158,Routine,1318,Basic,0.119878604,General
Announcer,0.3,147,Routine,981,Basic,0.149847095,General
Scout,0.3,100,Routine,586,Basic,0.170648464,General
Sports Coordinator,0.3,199,Routine,1541,Intermediate,0.129136924,General
Automotive Instructor,0.3,112,Routine,761,Basic,0.14717477,Education
Biology Tutor,0.3,117,Routine,778,Basic,0.150385604,Education
Business Instructor,0.3,130,Routine,859,Basic,0.151338766,Education
Clinical Educator,0.3,140,Routine,942,Basic,0.148619958,General
Community Assistant,0.3,151,Routine,1010,Basic,0.14950495,General
Culinary Instructor,0.3,113,Routine,774,Basic,0.145994832,Education
Educational Diagnostician,0.3,132,Routine,906,Basic,0.145695364,General
English Tutor,0.3,148,Routine,1156,Basic,0.128027682,Education
Esl Tutor,0.3,145,Routine,1137,Basic,0.127528584,Education
Instructional Aide,0.3,137,Routine,1050,Basic,0.13047619,General
Instructional Assistant,0.3,138,Routine,1054,Basic,0.130929791,General
Librarian,0.3,200,Routine,1648,Intermediate,0.121359223,General
Medical Instructor,0.3,142,Routine,1001,Basic,0.141858142,Education
Online English Teacher,0.3,164,Complex,1119,Basic,0.146559428,Education
Paraeducator,0.3,122,Routine,873,Basic,0.139747995,General
Reference Librarian,0.3,147,Routine,1081,Basic,0.135985199,General
Special Education Aide,0.3,122,Routine,807,Basic,0.1511772,General
Special Education Assistant,0.3,121,Routine,806,Basic,0.150124069,General
Special Education Paraprofessional,0.3,121,Routine,806,Basic,0.150124069,General
Archivist,0.3,153,Routine,1021,Basic,0.149853085,General
Arts Manager,0.3,225,Complex,1848,Intermediate,0.121753247,Management & Administration
Cinematographer,0.3,216,Routine,1549,Intermediate,0.139444803,General
Civil Designer,0.3,174,Routine,1333,Basic,0.130532633,General
Creative Designer,0.3,284,Routine,2215,Intermediate,0.128216704,General
Creative Strategist,0.3,297,Routine,2272,Intermediate,0.130721831,General
Curatorial Assistant,0.3,142,Routine,936,Basic,0.151709402,General
Film Producer,0.3,244,Routine,2010,Intermediate,0.121393035,General
Game Tester,0.3,210,Routine,1769,Intermediate,0.118711136,General
Motion Graphics Designer,0.3,236,Routine,1764,Intermediate,0.133786848,General
Photo Editor,0.3,281,Routine,1883,Intermediate,0.149229952,General
Retoucher,0.3,194,Routine,1715,Intermediate,0.113119534,General
Technical Artist,0.3,321,Routine,2409,Intermediate,0.133250311,General
Technical Illustrator,0.3,311,Routine,2250,Intermediate,0.138222222,General
Vfx Artist,0.3,240,Routine,1836,Intermediate,0.130718954,General
Video Editor,0.3,282,Routine,2061,Intermediate,0.136826783,General
Visual Information Specialist,0.3,251,Complex,1943,Intermediate,0.129181678,General
Anesthesiologist,0.3,106,Routine,641,Basic,0.165366615,General
Assisted Living Administrator,0.3,121,Routine,663,Basic,0.182503771,General
Biomedical Equipment Technician,0.3,132,Routine,748,Basic,0.176470588,Engineering & Technology
Cardiologist,0.3,140,Routine,982,Basic,0.142566191,General
Cardiology Nurse Practitioner,0.3,87,Routine,616,Basic,0.141233766,Healthcare
Cardiothoracic Surgeon,0.3,79,Routine,530,Basic,0.149056604,General
Certified Dental Assistant,0.3,107,Routine,676,Basic,0.158284024,General
Certified Ophthalmic Assistant,0.3,108,Routine,684,Basic,0.157894737,General
Ct Technologist,0.3,118,Routine,681,Basic,0.173274596,General
Cytotechnologist,0.3,111,Routine,744,Basic,0.149193548,General
Diagnostic Medical Sonographer,0.3,120,Routine,692,Basic,0.173410405,General
Echocardiographer,0.3,120,Routine,687,Basic,0.174672489,General
Eeg Technician,0.3,111,Routine,669,Basic,0.165919283,Engineering & Technology
Ekg Technician,0.3,111,Routine,668,Basic,0.166167665,Engineering & Technology
Endoscopy Technician,0.3,118,Routine,687,Basic,0.171761281,Engineering & Technology
Genetic Counselor,0.3,111,Routine,1099,Basic,0.10100091,General
Health Specialist,0.3,138,Complex,844,Basic,0.163507109,General
Histologist,0.3,113,Routine,1142,Basic,0.098949212,General
Histology Technician,0.3,113,Routine,1143,Basic,0.098862642,Engineering & Technology
Histotechnologist,0.3,109,Routine,1080,Basic,0.100925926,General
Laboratory Technologist,0.3,115,Routine,1125,Basic,0.102222222,General
Laser Technician,0.3,132,Routine,1242,Basic,0.106280193,Engineering & Technology
Mammographer,0.3,109,Routine,1059,Basic,0.10292729,General
Mammography Technologist,0.3,112,Routine,1067,Basic,0.104967198,General
Medical Dosimetrist,0.3,116,Routine,670,Basic,0.173134328,General
Medication Technician,0.3,102,Routine,517,Basic,0.19729207,Engineering & Technology
Brand Director,0.3,264,Complex,1671,Intermediate,0.157989228,Management & Administration
Business Unit Manager,0.3,236,Complex,1437,Basic,0.164231037,Management & Administration
Psychiatric Nurse,0.3,116,Routine,711,Basic,0.163150492,Healthcare
Materials Manager,0.3,228,Complex,1373,Basic,0.166059723,Management & Administration
Manufacturing Engineer,0.3,224,Complex,1371,Basic,0.163384391,Engineering & Technology
Outside Machinist,0.3,102,Routine,664,Basic,0.153614458,General
Procurement Officer,0.3,234,Routine,1481,Basic,0.15800135,General
Senior Manufacturing Engineer,0.3,214,Complex,1348,Basic,0.158753709,Engineering & Technology
Stockroom Associate,0.3,175,Routine,1239,Basic,0.141242938,General
Benefits Analyst,0.3,249,Complex,1443,Basic,0.172557173,Business & Consulting
Cyber Security Specialist,0.3,273,Complex,1602,Intermediate,0.170411985,General
Information Security Specialist,0.3,277,Complex,1645,Intermediate,0.168389058,General
Transportation Coordinator,0.3,202,Routine,1350,Basic,0.14962963,General
Assistant Hotel Manager,0.3,222,Complex,1383,Basic,0.160520607,Management & Administration
Executive Sous Chef,0.3,140,Routine,815,Basic,0.171779141,General
Director Of Rehabilitation,0.3,146,Complex,886,Basic,0.164785553,Management & Administration
Chairman,0.3,181,Routine,1203,Basic,0.15045719,General
Hotel Sales Manager,0.3,233,Routine,1492,Basic,0.15616622,Management & Administration
Community Health Nurse,0.3,124,Routine,718,Basic,0.17270195,Healthcare
Service Coordinator,0.3,227,Routine,1473,Basic,0.154107264,General
Warehouse Administrator,0.3,226,Routine,1341,Basic,0.168530947,General
Fitter,0.3,98,Routine,690,Basic,0.142028986,General
Landscape Manager,0.3,185,Complex,1249,Basic,0.148118495,Management & Administration
Insurance Consultant,0.3,229,Complex,1408,Basic,0.162642045,Business & Consulting
Floor Manager,0.3,194,Complex,1229,Basic,0.157851912,Management & Administration
Computer Repair Technician,0.3,188,Routine,1420,Basic,0.132394366,Engineering & Technology
Information Security Consultant,0.3,279,Complex,1621,Intermediate,0.172115978,Business & Consulting
Insurance Coordinator,0.3,237,Routine,1397,Basic,0.169649248,General
Compliance Specialist,0.3,235,Complex,1366,Basic,0.172035139,General
Management Engineer,0.3,259,Complex,1854,Intermediate,0.13969795,Engineering & Technology
Process Improvement Manager,0.3,736,Complex,1896,Intermediate,0.388185654,Management & Administration
Recruiting Manager,0.3,903,Complex,2361,Intermediate,0.382465057,Management & Administration
Revenue Cycle Manager,0.3,548,Complex,1549,Intermediate,0.35377663,Management & Administration
Salon Manager,0.3,470,Complex,1263,Basic,0.37212985,Management & Administration
Security Analyst,0.3,729,Complex,1817,Intermediate,0.401210787,Business & Consulting
Strategy Analyst,0.3,784,Complex,1928,Intermediate,0.406639004,Business & Consulting
Car Sales,0.3,221,Routine,1515,Intermediate,0.145874587,Sales & Marketing
Client Success Manager,0.3,286,Complex,1824,Intermediate,0.156798246,Management & Administration
Director Of Sales,0.3,255,Routine,1665,Intermediate,0.153153153,Management & Administration
District Sales Manager,0.3,247,Routine,1635,Intermediate,0.151070336,Management & Administration
External Wholesaler,0.3,278,Routine,1997,Intermediate,0.139208813,General
Finance Manager,0.3,306,Complex,1997,Intermediate,0.153229845,Management & Administration
National Sales Director,0.3,707,Routine,2002,Intermediate,0.353146853,Management & Administration
Material Engineer,0.31,168,Complex,1167,Basic,0.143958869,Engineering & Technology
Mechanical Design Engineer,0.31,181,Complex,1193,Basic,0.151718357,Engineering & Technology
Risk Manager,0.32,244,Complex,1904,Intermediate,0.128151261,Management & Administration
Component Engineer,0.32,192,Complex,1452,Basic,0.132231405,Engineering & Technology
Electronic Engineer,0.32,202,Complex,1552,Intermediate,0.130154639,Engineering & Technology
Energy Engineer,0.32,182,Complex,1114,Basic,0.163375224,Engineering & Technology
Equipment Engineer,0.32,191,Complex,1369,Basic,0.139517896,Engineering & Technology
Failure Analysis Engineer,0.32,196,Complex,1498,Basic,0.130841121,Engineering & Technology
Hvac Engineer,0.32,146,Complex,1343,Basic,0.108711839,Engineering & Technology
Lpn Nurse,0.33,81,Routine,588,Basic,0.137755102,Healthcare
Mental Health Nurse,0.33,112,Routine,582,Basic,0.192439863,Healthcare
Occupational Health Nurse,0.33,106,Routine,565,Basic,0.187610619,Healthcare
Practical Nurse,0.33,95,Routine,445,Basic,0.213483146,Healthcare
Interviewer,0.33,160,Routine,1173,Basic,0.136402387,General
Operations Specialist,0.33,232,Complex,1489,Basic,0.155809268,General
Production Coordinator,0.33,255,Routine,1739,Intermediate,0.146635998,General
Licensed Practical Nurse Lpn,0.34,80,Routine,588,Basic,0.136054422,Healthcare
Chief Administrative Officer,0.35,281,Routine,1828,Intermediate,0.153719912,General
Emergency Management Specialist,0.35,403,Complex,1291,Basic,0.312161115,General
Loss Prevention Manager,0.35,445,Complex,1545,Intermediate,0.28802589,Management & Administration
Proposal Coordinator,0.35,984,Routine,3525,Intermediate,0.279148936,General
Provider Relations Representative,0.35,707,Routine,2389,Intermediate,0.295939724,General
Secretary,0.35,617,Routine,2226,Intermediate,0.277178796,General
Trading Assistant,0.35,659,Routine,2040,Intermediate,0.323039216,General
Volunteer Coordinator,0.35,787,Routine,2343,Intermediate,0.335894153,General
Car Driver,0.35,60,Routine,505,Basic,0.118811881,General
Carrier,0.35,62,Routine,529,Basic,0.117202268,General
Construction Driver,0.35,200,Routine,756,Basic,0.264550265,General
Contract Driver,0.35,174,Routine,672,Basic,0.258928571,General
Courier,0.35,177,Routine,680,Basic,0.260294118,General
Forklift Driver,0.35,160,Routine,648,Basic,0.24691358,General
Tanker,0.35,62,Routine,373,Basic,0.166219839,General
Taxi Driver,0.35,93,Routine,383,Basic,0.242819843,General
Assistant Restaurant Manager,0.35,142,Complex,1006,Basic,0.141153082,Management & Administration
Banquet Captain,0.35,101,Routine,793,Basic,0.127364439,General
Brewer,0.35,55,Routine,508,Basic,0.108267717,General
Chef Manager,0.35,90,Complex,740,Basic,0.121621622,Management & Administration
Executive Chef,0.35,299,Routine,1007,Basic,0.296921549,General
Food Production Worker,0.35,260,Routine,953,Basic,0.272822665,General
Front Of House Manager,0.35,443,Complex,1432,Basic,0.309357542,Management & Administration
Front Office Supervisor,0.35,468,Routine,1627,Intermediate,0.287645974,General
Greeter,0.35,277,Routine,900,Basic,0.307777778,General
Hotel Front Office Manager,0.35,475,Complex,1545,Intermediate,0.307443366,Management & Administration
Hotel General Manager,0.35,425,Complex,1271,Basic,0.334382376,Management & Administration
Hotel Operations Manager,0.35,429,Complex,1275,Basic,0.336470588,Management & Administration
Contract Negotiator,0.35,397,Routine,1238,Basic,0.320678514,General
Housing Specialist,0.35,441,Complex,1408,Basic,0.313210227,General
Proposal Specialist,0.35,988,Complex,3459,Intermediate,0.285631685,General
Analytical Chemist,0.35,114,Routine,757,Basic,0.150594452,General
Cytogenetic Technologist,0.35,337,Routine,1150,Basic,0.293043478,General
Food Scientist,0.35,340,Routine,1184,Basic,0.287162162,General
Food Technologist,0.35,336,Routine,1179,Basic,0.284987277,General
Laboratory Assistant,0.35,456,Routine,1497,Basic,0.304609218,General
Patent Agent,0.35,641,Routine,2233,Intermediate,0.28705777,General
Taxonomist,0.35,661,Routine,2244,Intermediate,0.29456328,General
Accounting Consultant,0.35,240,Complex,1585,Intermediate,0.151419558,Business & Consulting
Accounting Technician,0.35,213,Routine,1460,Basic,0.145890411,Engineering & Technology
Accounts Receivable Clerk,0.35,217,Routine,1451,Basic,0.149552033,Administrative
Appraiser,0.35,177,Routine,1268,Basic,0.139589905,General
Broker Assistant,0.35,207,Routine,1467,Basic,0.141104294,General
Commercial Loan Officer,0.35,441,Routine,1284,Basic,0.343457944,General
Commodity Trader,0.35,444,Routine,1360,Basic,0.326470588,General
Corporate Accountant,0.35,486,Routine,1586,Intermediate,0.306431274,General
Entry Level Accountant,0.35,481,Routine,1585,Intermediate,0.303470032,General
Equity Trader,0.35,443,Routine,1351,Basic,0.327905255,General
Financial Accountant,0.35,483,Routine,1572,Intermediate,0.307251908,General
Fund Accounting Manager,0.35,483,Complex,1612,Intermediate,0.299627792,Management & Administration
General Accountant,0.35,466,Routine,1545,Intermediate,0.301618123,General
General Ledger Accountant,0.35,466,Routine,1543,Intermediate,0.302009073,General
Investment Banking Analyst,0.35,478,Complex,1461,Basic,0.327173169,Business & Consulting
Private Equity Analyst,0.35,721,Complex,2283,Intermediate,0.315812527,Business & Consulting
Risk Analyst,0.35,725,Complex,2289,Intermediate,0.316732197,Business & Consulting
Treasury Manager,0.35,704,Complex,2184,Intermediate,0.322344322,Management & Administration
Clinic Receptionist,0.35,241,Routine,1566,Intermediate,0.153895275,General
Dental Receptionist,0.35,461,Routine,1651,Intermediate,0.279224712,General
Front Office Assistant,0.35,470,Routine,1642,Intermediate,0.286236297,General
