Job Titles,AI Impact,Tasks,AI Models,AI Workload Ratio,Domain
Kitchen Designer,0.25,219,1889,0.115934357,Administrative & Clerical
Chief Nursing Officer,0.25,174,1334,0.130434783,Leadership & Strategy
Director Of Radiology,0.25,152,1122,0.135472371,Medical & Healthcare
Health Unit Coordinator,0.25,197,1531,0.128674069,Supply Chain & Logistics
Hospital Director,0.25,164,1291,0.127033308,Law Enforcement
Social Work Case Manager,0.25,199,1530,0.130065359,Construction
Information Officer,0.25,208,1454,0.143053645,Sales & Marketing
Interaction Designer,0.25,271,2044,0.13258317,Hospitality
Corporate Recruiter,0.25,222,1472,0.150815217,Communication & PR
Assistant Front Office Manager,0.25,213,1552,0.137242268,Data & IT
Facilities Director,0.25,171,1283,0.133281372,Administrative & Clerical
Operations Team Leader,0.25,193,1460,0.132191781,Leadership & Strategy
Transportation Planner,0.25,188,1413,0.133050248,Medical & Healthcare
Screen Printer,0.25,197,1708,0.115339578,Supply Chain & Logistics
Warehouse Coordinator,0.25,177,1198,0.147746244,Law Enforcement
District Manager,0.25,198,1529,0.129496403,Construction
Economic Analyst,0.25,206,1401,0.14703783,Sales & Marketing
Employee Relations Manager,0.25,212,1356,0.156342183,Hospitality
Field Manager,0.25,220,1459,0.150788211,Communication & PR
Field Sales Manager,0.25,222,1454,0.152682256,Data & IT
Food Service Manager,0.25,222,1505,0.147508306,Administrative & Clerical
Franchise Manager,0.25,229,1480,0.15472973,Leadership & Strategy
General Manager,0.25,231,1484,0.155660377,Medical & Healthcare
Human Resources Manager,0.25,297,1994,0.148946841,Supply Chain & Logistics
Key Account Manager,0.25,310,2020,0.153465347,Law Enforcement
Labor Relations Manager,0.25,237,1714,0.138273046,Construction
Learning And Development Manager,0.25,312,2046,0.152492669,Sales & Marketing
National Account Manager,0.25,194,1208,0.160596026,Hospitality
Operations Manager,0.25,232,1461,0.158795346,Communication & PR
Policy Analyst,0.25,240,2019,0.118870728,Data & IT
Press Secretary,0.25,241,1950,0.123589744,Administrative & Clerical
Parking Attendant,0.26,191,694,0.275216138,Supply Chain & Logistics
Parking Lot Attendant,0.26,189,700,0.27,Law Enforcement
Restaurant Worker,0.26,356,1071,0.332399627,Construction
Industrial Engineer,0.27,246,1722,0.142857143,Leadership & Strategy
Infrastructure Engineer,0.27,242,1744,0.138761468,Medical & Healthcare
Technical Sales Engineer,0.28,736,2103,0.349976224,Leadership & Strategy
Flight Nurse,0.28,177,1511,0.117140966,Medical & Healthcare
Assistant Manager,0.28,246,1611,0.152700186,Supply Chain & Logistics
Cannabis,0.28,157,1234,0.127228525,Law Enforcement
Coordinator,0.28,265,1694,0.156434475,Construction
Hvac Installer,0.28,206,1696,0.121462264,Sales & Marketing
Pest Control Technician,0.28,214,816,0.262254902,Hospitality
Aerospace Technician,0.28,142,1173,0.121057118,Communication & PR
Automotive Engineer,0.28,193,1544,0.125,Data & IT
Bridge Engineer,0.28,183,1517,0.120632828,Administrative & Clerical
Build Engineer,0.28,189,1523,0.124097177,Leadership & Strategy
Chemical Process Engineer,0.28,191,1637,0.116676848,Medical & Healthcare
Consulting Engineer,0.28,208,1679,0.123883264,Supply Chain & Logistics
Deployment Engineer,0.28,203,1683,0.120617944,Law Enforcement
Drilling Engineer,0.28,180,1458,0.12345679,Construction
Entry Level Electrical Engineer,0.28,186,1491,0.124748491,Sales & Marketing
Facilities Engineer,0.28,253,1778,0.142294713,Hospitality
Facility Engineer,0.28,254,1788,0.142058166,Communication & PR
Field Engineer,0.28,257,1801,0.142698501,Data & IT
Hydraulic Engineer,0.28,219,1700,0.128823529,Administrative & Clerical
National Sales Manager,0.29,703,1989,0.353443942,Hospitality
Sales Operations Manager,0.29,702,1800,0.39,Communication & PR
Sales Trainer,0.29,682,1686,0.404507711,Data & IT
Senior Merchandiser,0.29,616,1598,0.385481852,Administrative & Clerical
Mechanical Engineer,0.30,173,1196,0.144648829,Medical & Healthcare
Metallurgical Engineer,0.30,154,823,0.187120292,Supply Chain & Logistics
Osp Engineer,0.30,156,842,0.185273159,Law Enforcement
Performance Test Engineer,0.30,215,1405,0.153024911,Construction
Physical Design Engineer,0.30,174,1152,0.151041667,Sales & Marketing
Planning Engineer,0.30,171,1213,0.140972795,Hospitality
Principal Electrical Engineer,0.30,161,1138,0.141476274,Communication & PR
Principal Engineer,0.30,163,1140,0.142982456,Data & IT
Principal Mechanical Engineer,0.30,161,1138,0.141476274,Administrative & Clerical
Process Engineer,0.30,180,1214,0.148270181,Leadership & Strategy
Product Engineer,0.30,186,1214,0.153212521,Medical & Healthcare
Professional Engineer,0.30,151,802,0.188279302,Supply Chain & Logistics
Propulsion Engineer,0.30,134,745,0.179865772,Law Enforcement
Satellite Engineer,0.30,151,1198,0.126043406,Construction
Senior Civil Engineer,0.30,156,1257,0.124105012,Sales & Marketing
Senior Electrical Engineer,0.30,160,1263,0.126682502,Hospitality
Senior Engineer,0.30,160,1427,0.112123336,Communication & PR
Senior Mechanical Design Engineer,0.30,161,1285,0.125291829,Data & IT
Senior Mechanical Engineer,0.30,160,1263,0.126682502,Administrative & Clerical
Solar Engineer,0.30,153,1201,0.127393838,Leadership & Strategy
Stress Engineer,0.30,145,1219,0.118949959,Medical & Healthcare
Structural Design Engineer,0.30,147,1208,0.121688742,Supply Chain & Logistics
Structural Engineer,0.30,146,1228,0.118892508,Law Enforcement
Technical Engineer,0.30,162,1327,0.122079879,Construction
Tooling Engineer,0.30,170,1375,0.123636364,Sales & Marketing
Validation Engineer,0.30,94,683,0.137628111,Hospitality
Building Maintenance,0.30,131,890,0.147191011,Communication & PR
Building Manager,0.30,158,984,0.160569106,Data & IT
Business Office Manager,0.30,223,1349,0.165307635,Administrative & Clerical
Enrolled Agent,0.30,107,733,0.145975443,Leadership & Strategy
Facility Manager,0.30,168,976,0.172131148,Medical & Healthcare
Facility Supervisor,0.30,162,964,0.168049793,Supply Chain & Logistics
Health And Safety Coordinator,0.30,177,1197,0.147869674,Law Enforcement
Office Coordinator,0.30,193,1334,0.144677661,Construction
Office Secretary,0.30,183,1289,0.14197052,Sales & Marketing
Operations Coordinator,0.30,228,1468,0.155313351,Hospitality
Production Controller,0.30,252,1611,0.156424581,Communication & PR
Program Coordinator,0.30,229,1606,0.142590286,Data & IT
Registrar,0.30,129,736,0.175271739,Administrative & Clerical
Scheduler,0.30,209,1553,0.134578236,Leadership & Strategy
Service Assistant,0.30,187,1033,0.181026137,Medical & Healthcare
Support Coordinator,0.30,294,2160,0.136111111,Supply Chain & Logistics
Value Stream Manager,0.30,261,1776,0.146959459,Law Enforcement
Chauffeur,0.30,56,442,0.126696833,Construction
City Driver,0.30,58,451,0.128603104,Sales & Marketing
Forklift Operator,0.30,144,1383,0.104121475,Hospitality
Lift Operator,0.30,106,1187,0.089300758,Communication & PR
Packer,0.30,100,511,0.195694716,Data & IT
Personal Driver,0.30,69,364,0.18956044,Administrative & Clerical
Assistant Cook,0.30,99,686,0.144314869,Leadership & Strategy
Cafe Manager,0.30,211,1354,0.155834564,Medical & Healthcare
Catering Coordinator,0.30,259,1902,0.13617245,Supply Chain & Logistics
Catering Sales Manager,0.30,232,1373,0.168973052,Law Enforcement
Club Manager,0.30,141,878,0.160592255,Construction
Coffee Shop Manager,0.30,131,850,0.154117647,Sales & Marketing
Cook,0.30,84,610,0.137704918,Hospitality
Director Of Events,0.30,242,1342,0.180327869,Communication & PR
Director Of Food And Beverage,0.30,126,785,0.160509554,Data & IT
Executive Pastry Chef,0.30,105,731,0.143638851,Administrative & Clerical
Food And Beverage Manager,0.30,212,1442,0.147018031,Leadership & Strategy
Food Broker,0.30,157,1152,0.136284722,Medical & Healthcare
Food Manager,0.30,180,1227,0.146699267,Supply Chain & Logistics
Food Services Manager,0.30,187,1255,0.149003984,Law Enforcement
Guest Relations Manager,0.30,206,1762,0.116912599,Construction
Guest Services Manager,0.30,208,1764,0.117913832,Sales & Marketing
Hospitality Manager,0.30,192,1637,0.117287721,Hospitality
Hotel Assistant Manager,0.30,175,1493,0.117213664,Communication & PR
Hotel Concierge,0.30,174,1563,0.111324376,Data & IT
Hotel Housekeeping,0.30,133,1086,0.122467772,Administrative & Clerical
Hotel Manager,0.30,172,1225,0.140408163,Leadership & Strategy
Housekeeping Manager,0.30,158,1171,0.134927412,Medical & Healthcare
Housekeeping Supervisor,0.30,153,1157,0.132238548,Supply Chain & Logistics
Kitchen Manager,0.30,165,1172,0.140784983,Law Enforcement
Kitchen Supervisor,0.30,158,1149,0.137510879,Construction
Laundry Attendant,0.30,113,927,0.121898598,Sales & Marketing
Locker Room Attendant,0.30,123,1004,0.12250996,Hospitality
Parking Manager,0.30,156,1200,0.13,Communication & PR
Poker Dealer,0.30,98,537,0.182495345,Data & IT
Prep Cook,0.30,98,417,0.23501199,Administrative & Clerical
Resort Manager,0.30,225,1691,0.133057363,Leadership & Strategy
Restaurant,0.30,180,1490,0.120805369,Medical & Healthcare
Restaurant Assistant Manager,0.30,231,1936,0.119318182,Supply Chain & Logistics
Restaurant Manager,0.30,236,1944,0.121399177,Law Enforcement
Service Director,0.30,222,1846,0.120260022,Construction
Slot Attendant,0.30,58,375,0.154666667,Sales & Marketing
Table Games Dealer,0.30,65,428,0.151869159,Hospitality
Valet,0.30,65,557,0.116696589,Communication & PR
Valet Attendant,0.30,64,531,0.120527307,Data & IT
Certified Home Health Aide,0.30,87,678,0.128318584,Administrative & Clerical
Funeral Arranger,0.30,113,811,0.139334155,Leadership & Strategy
Funeral Attendant,0.30,87,691,0.125904486,Medical & Healthcare
Home Health Care,0.30,94,610,0.154098361,Supply Chain & Logistics
Preschool Director,0.30,139,964,0.144190871,Law Enforcement
Armorer,0.30,79,570,0.138596491,Construction
Correction Officer,0.30,106,692,0.153179191,Sales & Marketing
Director Of Security,0.30,132,889,0.14848144,Hospitality
Head Of Security,0.30,133,1045,0.127272727,Communication & PR
Security Director,0.30,119,766,0.15535248,Data & IT
Administrator,0.30,231,1298,0.177966102,Administrative & Clerical
Business Intelligence Consultant,0.30,286,1622,0.176325524,Leadership & Strategy
Clinical Systems Analyst,0.30,197,1399,0.140814868,Medical & Healthcare
Communication Technician,0.30,195,1343,0.145197319,Supply Chain & Logistics
Crm Manager,0.30,217,1187,0.182813816,Law Enforcement
Desktop Administrator,0.30,193,1359,0.142016188,Construction
Desktop Support Engineer,0.30,196,1429,0.137158852,Sales & Marketing
It Analyst,0.30,330,1942,0.169927909,Hospitality
It Consultant,0.30,260,1599,0.162601626,Communication & PR
It Support Specialist,0.30,223,1517,0.147000659,Data & IT
Netsuite Administrator,0.30,251,1551,0.161831077,Administrative & Clerical
Network Analyst,0.30,255,1573,0.162110617,Leadership & Strategy
Network Designer,0.30,241,1506,0.16002656,Medical & Healthcare
Network Technician,0.30,257,1648,0.155946602,Supply Chain & Logistics
Pc Specialist,0.30,254,1603,0.158452901,Law Enforcement
Programming,0.30,222,1383,0.160520607,Construction
Sap Consultant,0.30,264,1994,0.132397192,Sales & Marketing
Service Desk Technician,0.30,348,2446,0.142273099,Hospitality
Support Specialist,0.30,345,2380,0.144957983,Communication & PR
Technical Business Analyst,0.30,300,2190,0.136986301,Data & IT
Technical Support Manager,0.30,338,2425,0.139381443,Administrative & Clerical
Technology Manager,0.30,283,2058,0.137512148,Leadership & Strategy
Telecommunications,0.30,252,1697,0.148497348,Medical & Healthcare
Web Manager,0.30,238,1709,0.139262727,Supply Chain & Logistics
Web Producer,0.30,234,1685,0.138872404,Law Enforcement
Wordpress Developer,0.30,153,943,0.162248144,Construction
Clinical Therapist,0.30,130,895,0.145251397,Sales & Marketing
Family Counselor,0.30,138,903,0.15282392,Hospitality
Youth Counselor,0.30,160,1349,0.118606375,Communication & PR
Asset Manager,0.30,224,1354,0.165435746,Data & IT
Assistant Property Manager,0.30,218,1323,0.164777022,Administrative & Clerical
Broker,0.30,198,1271,0.155782848,Leadership & Strategy
Foreclosure Specialist,0.30,184,1263,0.145684877,Medical & Healthcare
Property Management Assistant,0.30,182,1359,0.133922001,Supply Chain & Logistics
Arborist,0.30,92,633,0.145339652,Law Enforcement
Assistant Librarian,0.30,171,1005,0.170149254,Construction
Cartographer,0.30,148,1221,0.121212121,Sales & Marketing
Chemist,0.30,136,884,0.153846154,Hospitality
Clinical Laboratory Scientist,0.30,126,813,0.15498155,Communication & PR
Clinical Laboratory Technician,0.30,121,784,0.154336735,Data & IT
Clinical Laboratory Technologist,0.30,121,784,0.154336735,Administrative & Clerical
Dna Analyst,0.30,126,833,0.151260504,Leadership & Strategy
Entomologist,0.30,97,677,0.143279173,Medical & Healthcare
Environmental Technician,0.30,151,951,0.158780231,Supply Chain & Logistics
Epidemiologist,0.30,123,784,0.156887755,Law Enforcement
Formulation Chemist,0.30,154,1440,0.106944444,Construction
Geoscientist,0.30,127,1382,0.091895803,Sales & Marketing
Histotechnician,0.30,111,1116,0.099462366,Hospitality
Lab Analyst,0.30,156,1484,0.105121294,Communication & PR
Microbiology,0.30,137,1032,0.132751938,Data & IT
Phlebotomist,0.30,104,592,0.175675676,Administrative & Clerical
Research Administrator,0.30,207,1765,0.117280453,Leadership & Strategy
Research Coordinator,0.30,234,1892,0.123678647,Medical & Healthcare
Research Director,0.30,223,1841,0.121129821,Supply Chain & Logistics
Science Writer,0.30,200,1787,0.111919418,Law Enforcement
Scientific Writer,0.30,199,1779,0.111860596,Construction
Account Administrator,0.30,217,1313,0.165270373,Sales & Marketing
Accounting Assistant,0.30,219,1320,0.165909091,Hospitality
Accounting Associate,0.30,220,1321,0.1665405,Communication & PR
Accounting Specialist,0.30,224,1338,0.167414051,Data & IT
Accounts Payable Assistant,0.30,219,1351,0.162102147,Administrative & Clerical
Accounts Payable Clerk,0.30,219,1351,0.162102147,Leadership & Strategy
Assistant Bookkeeper,0.30,215,1344,0.159970238,Medical & Healthcare
Audit Director,0.30,222,1371,0.161925602,Supply Chain & Logistics
Bankruptcy Specialist,0.30,216,1351,0.159881569,Law Enforcement
Billing Assistant,0.30,215,1335,0.161048689,Construction
Commercial Lender,0.30,141,874,0.161327231,Sales & Marketing
Financial Aid Advisor,0.30,194,1343,0.144452718,Hospitality
Financial Officer,0.30,216,1427,0.151366503,Communication & PR
Hedge Fund Accountant,0.30,181,1334,0.135682159,Data & IT
Investment Accountant,0.30,188,1353,0.13895048,Administrative & Clerical
Investment Associate,0.30,185,1298,0.142526965,Leadership & Strategy
Investment Banking Associate,0.30,186,1320,0.140909091,Medical & Healthcare
Loan Assistant,0.30,192,1290,0.148837209,Supply Chain & Logistics
Loan Officer,0.30,225,1522,0.1478318,Law Enforcement
Mortgage Broker,0.30,165,1225,0.134693878,Construction
Mortgage Loan Officer,0.30,166,1226,0.135399674,Sales & Marketing
Payroll Clerk,0.30,186,1363,0.136463683,Hospitality
Private Equity Associate,0.30,151,1123,0.134461264,Communication & PR
Reconciliation Analyst,0.30,207,1710,0.121052632,Data & IT
Tax Assistant,0.30,163,1190,0.13697479,Administrative & Clerical
Teller,0.30,154,1031,0.149369544,Leadership & Strategy
Trust Accountant,0.30,193,1406,0.137268848,Medical & Healthcare
Underwriting Manager,0.30,252,1618,0.155747837,Supply Chain & Logistics
Vault Teller,0.30,139,1201,0.115736886,Law Enforcement
Admitting Clerk,0.30,198,1209,0.163771712,Construction
Clinic Assistant,0.30,131,816,0.160539216,Sales & Marketing
Medical Clerk,0.30,171,1072,0.159514925,Hospitality
Patient Representative,0.30,165,1153,0.143104944,Communication & PR
Surgical Coordinator,0.30,120,774,0.15503876,Data & IT
Transplant Coordinator,0.30,202,1438,0.140472879,Administrative & Clerical
Campaign Manager,0.30,248,1479,0.167680865,Leadership & Strategy
Canvasser,0.30,177,1014,0.174556213,Medical & Healthcare
City Clerk,0.30,137,865,0.158381503,Supply Chain & Logistics
Code Enforcement Officer,0.30,141,881,0.160045403,Law Enforcement
Deputy Sheriff,0.30,104,675,0.154074074,Construction
Director Of Public Safety,0.30,137,822,0.166666667,Sales & Marketing
Domestic Violence Advocate,0.30,154,969,0.158926729,Hospitality
Fire Inspector,0.30,136,1385,0.098194946,Communication & PR
Grants Administrator,0.30,231,1833,0.126022913,Data & IT
Insurance Fraud Investigator,0.30,193,1661,0.116195063,Administrative & Clerical
Social Work Assistant,0.30,173,1177,0.146983857,Leadership & Strategy
Expeditor,0.30,155,940,0.164893617,Medical & Healthcare
Logistician,0.30,291,1786,0.162933931,Supply Chain & Logistics
Logistics Consultant,0.30,299,1746,0.171248568,Law Enforcement
Logistics Supervisor,0.30,273,1707,0.159929701,Construction
Operations Supervisor,0.30,207,1373,0.150764749,Sales & Marketing
Sourcing Manager,0.30,239,1848,0.129329004,Hospitality
Supply Chain,0.30,233,1819,0.128092358,Communication & PR
Supply Chain Specialist,0.30,230,1828,0.125820569,Data & IT
Diet Technician,0.30,113,763,0.148099607,Administrative & Clerical
Dietary Supervisor,0.30,117,836,0.139952153,Leadership & Strategy
Nutrition Educator,0.30,164,1077,0.152274838,Medical & Healthcare
Nutrition Manager,0.30,158,1030,0.153398058,Supply Chain & Logistics
Spa Receptionist,0.30,128,813,0.157441574,Law Enforcement
Audio Engineer,0.30,189,1368,0.138157895,Construction
Broadcast Engineer,0.30,186,1368,0.135964912,Sales & Marketing
Development Coordinator,0.30,252,1628,0.154791155,Hospitality
Event Manager,0.30,322,2297,0.140182847,Communication & PR
Media Strategist,0.30,291,1865,0.156032172,Data & IT
Production Associate,0.30,246,1605,0.153271028,Administrative & Clerical
Public Relations Assistant,0.30,340,1948,0.174537988,Leadership & Strategy
Public Relations Specialist,0.30,351,2093,0.167701863,Medical & Healthcare
Senior Account Executive,0.30,255,2035,0.125307125,Supply Chain & Logistics
Stage Hand,0.30,76,879,0.086461889,Law Enforcement
Technical Director,0.30,283,2227,0.127076785,Construction
Inspector,0.30,140,1401,0.099928622,Sales & Marketing
Qa Consultant,0.30,329,2365,0.139112051,Hospitality
Qa Inspector,0.30,340,2417,0.140670252,Communication & PR
Qa Lead,0.30,328,2375,0.138105263,Data & IT
Qa Test Lead,0.30,328,2375,0.138105263,Administrative & Clerical
Quality Assurance Engineer,0.30,332,2348,0.141396934,Leadership & Strategy
Quality Assurance Inspector,0.30,351,2445,0.143558282,Medical & Healthcare
Quality Assurance Technician,0.30,352,2446,0.143908422,Supply Chain & Logistics
Quality Control Engineer,0.30,196,1427,0.137351086,Law Enforcement
Quality Control Technician,0.30,201,1612,0.124689826,Construction
Quality Engineer,0.30,199,1597,0.124608641,Sales & Marketing
Quality Technician,0.30,206,1619,0.127239036,Hospitality
Senior Quality Engineer,0.30,189,1573,0.120152575,Communication & PR
Test Architect,0.30,159,1430,0.111188811,Data & IT
Test Technician,0.30,152,1273,0.119402985,Administrative & Clerical
Bioinformatician,0.30,201,1226,0.163947798,Leadership & Strategy
Bioinformatics,0.30,201,1237,0.162489895,Medical & Healthcare
Business Intelligence Developer,0.30,287,1628,0.176289926,Supply Chain & Logistics
Cnc Programmer,0.30,154,1161,0.132644272,Law Enforcement
Fpga Engineer,0.30,136,1332,0.102102102,Construction
Oral Surgery Assistant,0.30,92,473,0.194503171,Sales & Marketing
Orthodontic Assistant,0.30,89,412,0.216019417,Hospitality
Orthotist,0.30,87,476,0.182773109,Communication & PR
Phlebotomy Supervisor,0.30,135,889,0.151856018,Data & IT
Prn,0.30,87,455,0.191208791,Administrative & Clerical
Radiation Therapist,0.30,75,454,0.165198238,Leadership & Strategy
Sleep Technician,0.30,82,546,0.15018315,Medical & Healthcare
Auto Glass Technician,0.30,99,967,0.10237849,Supply Chain & Logistics
Bench Technician,0.30,107,966,0.110766046,Law Enforcement
Carpenter,0.30,116,724,0.160220994,Construction
Carpenter Helper,0.30,104,612,0.169934641,Sales & Marketing
Carpentry,0.30,112,684,0.16374269,Hospitality
Combo Welder,0.30,116,616,0.188311688,Communication & PR
Composite Technician,0.30,149,1079,0.138090825,Data & IT
Desktop Support Technician,0.30,192,1332,0.144144144,Administrative & Clerical
Equipment Specialist,0.30,168,1253,0.134078212,Leadership & Strategy
Laundry,0.30,96,767,0.125162973,Medical & Healthcare
Maintenance Engineer,0.30,202,1552,0.130154639,Supply Chain & Logistics
Maintenance Planner,0.30,213,1585,0.134384858,Law Enforcement
Ndt Technician,0.30,161,907,0.177508269,Construction
Process Manager,0.30,227,1674,0.135603345,Sales & Marketing
Sanitation Worker,0.30,54,404,0.133663366,Hospitality
Service Technician,0.30,119,1006,0.118290258,Communication & PR
Tower Climber,0.30,53,389,0.136246787,Data & IT
Trailer Mechanic,0.30,67,450,0.148888889,Administrative & Clerical
Trash Collector,0.30,59,525,0.112380952,Leadership & Strategy
Bindery Operator,0.30,115,771,0.149156939,Medical & Healthcare
Cnc Machinist,0.30,134,780,0.171794872,Supply Chain & Logistics
Embroidery Machine Operator,0.30,122,669,0.182361734,Law Enforcement
Inventory Control Clerk,0.30,255,1952,0.130635246,Construction
Laser Operator,0.30,201,1640,0.122560976,Sales & Marketing
Line Leader,0.30,201,1598,0.125782228,Hospitality
Machine Operator,0.30,197,1598,0.123279099,Communication & PR
Manufacturing Specialist,0.30,284,2068,0.137330754,Data & IT
Mechanical Inspector,0.30,271,1811,0.149641082,Administrative & Clerical
Merchandise Planner,0.30,240,1896,0.126582278,Leadership & Strategy
Monitor,0.30,135,906,0.149006623,Medical & Healthcare
Packaging Machine Operator,0.30,233,1338,0.174140508,Supply Chain & Logistics
Packaging Manager,0.30,260,2061,0.126152353,Law Enforcement
Packaging Operator,0.30,237,1371,0.172866521,Construction
Packaging Specialist,0.30,284,2147,0.132277597,Sales & Marketing
Process Operator,0.30,194,900,0.215555556,Hospitality
Roll Off Driver,0.30,55,399,0.137844612,Communication & PR
Sensor Operator,0.30,119,992,0.119959677,Data & IT
Smt Operator,0.30,106,848,0.125,Administrative & Clerical
Warehouse Specialist,0.30,101,673,0.150074294,Leadership & Strategy
Warehouseman,0.30,90,630,0.142857143,Medical & Healthcare
Yard Driver,0.30,58,493,0.117647059,Supply Chain & Logistics
Automotive Consultant,0.30,228,1388,0.16426513,Law Enforcement
Benefits Consultant,0.30,234,1391,0.168224299,Construction
Economic Consultant,0.30,164,1072,0.152985075,Sales & Marketing
Implementation Consultant,0.30,299,1782,0.167789001,Hospitality
Integration Consultant,0.30,298,1737,0.171560161,Communication & PR
Lean Consultant,0.30,290,1678,0.172824791,Data & IT
Salesforce Consultant,0.30,262,1991,0.131592165,Administrative & Clerical
Call Center Specialist,0.30,301,1816,0.165748899,Leadership & Strategy
Advertising Account Executive,0.30,281,1882,0.149309245,Medical & Healthcare
Assistant Sales Manager,0.30,234,1446,0.161825726,Supply Chain & Logistics
Automotive Sales Manager,0.30,227,1439,0.157748436,Law Enforcement
Brand Consultant,0.30,281,1832,0.153384279,Construction
Brand Specialist,0.30,280,1839,0.152256661,Sales & Marketing
Brand Strategist,0.30,283,1841,0.153720804,Hospitality
Channel Marketing Manager,0.30,238,1697,0.140247496,Communication & PR
Conference Coordinator,0.30,289,2026,0.142645607,Data & IT
Content Manager,0.30,314,2327,0.134937688,Administrative & Clerical
Content Strategist,0.30,320,2339,0.136810603,Leadership & Strategy
Digital Strategist,0.30,308,2225,0.138426966,Medical & Healthcare
Field Marketing Manager,0.30,242,1591,0.152105594,Supply Chain & Logistics
Marketer,0.30,288,2208,0.130434783,Law Enforcement
Marketing Professional,0.30,283,2192,0.129105839,Construction
Marketing Strategist,0.30,310,2324,0.133390706,Sales & Marketing
Talent Manager,0.30,223,1733,0.128678592,Hospitality
Product Support Specialist,0.30,288,2115,0.136170213,Communication & PR
Project Architect,0.30,163,1206,0.135157546,Data & IT
Project Executive,0.30,162,1140,0.142105263,Administrative & Clerical
Project Superintendent,0.30,158,1146,0.137870855,Leadership & Strategy
Bookstore,0.30,210,1355,0.15498155,Medical & Healthcare
Head Cashier,0.30,140,1064,0.131578947,Supply Chain & Logistics
Pharmacy Cashier,0.30,124,629,0.197138315,Law Enforcement
Restaurant Cashier,0.30,120,792,0.151515152,Construction
Retail Cashier,0.30,117,730,0.160273973,Sales & Marketing
Retail Sales Consultant,0.30,189,1384,0.136560694,Hospitality
Service Cashier,0.30,118,784,0.150510204,Communication & PR
Store Cashier,0.30,117,730,0.160273973,Data & IT
Store Detective,0.30,73,516,0.141472868,Administrative & Clerical
Visual Merchandiser,0.30,210,1773,0.118443316,Leadership & Strategy
Electrical Estimator,0.30,176,1063,0.165569144,Medical & Healthcare
Elevator Technician,0.30,128,721,0.177531207,Supply Chain & Logistics
Equipment Operator,0.30,127,702,0.180911681,Law Enforcement
Field Inspector,0.30,175,941,0.18597237,Construction
Foreman,0.30,119,1295,0.091891892,Sales & Marketing
Heavy Equipment Operator,0.30,104,1188,0.087542088,Hospitality
Lead Carpenter,0.30,112,901,0.124306326,Communication & PR
Right Of Way Agent,0.30,102,696,0.146551724,Data & IT
Insurance Adjuster,0.30,152,1454,0.104539202,Administrative & Clerical
Rails Developer,0.30,191,1584,0.120580808,Leadership & Strategy
Ruby Developer,0.30,190,1583,0.120025268,Medical & Healthcare
Software Analyst,0.30,279,2092,0.133365201,Supply Chain & Logistics
Software Support Engineer,0.30,286,2083,0.137301968,Law Enforcement
Web Analyst,0.30,251,1761,0.142532652,Construction
Administrative Analyst,0.30,291,1691,0.172087522,Sales & Marketing
Analytics Consultant,0.30,297,1789,0.166014533,Hospitality
Analytics Manager,0.30,297,1788,0.166107383,Communication & PR
Business Analyst Manager,0.30,289,1671,0.172950329,Data & IT
Business Architect,0.30,255,1459,0.174777245,Administrative & Clerical
Business Development Coordinator,0.30,300,1867,0.160685592,Leadership & Strategy
Business Development Executive,0.30,323,1961,0.164711882,Medical & Healthcare
Business Intelligence Analyst,0.30,305,1828,0.166849015,Supply Chain & Logistics
Business Strategist,0.30,264,1512,0.174603175,Law Enforcement
Business Systems Analyst,0.30,306,1773,0.172588832,Construction
Collection Analyst,0.30,174,1017,0.171091445,Sales & Marketing
Data Engineer,0.30,216,1478,0.146143437,Hospitality
Financial Business Analyst,0.30,376,2519,0.149265582,Communication & PR
Imagery Analyst,0.30,261,1941,0.13446677,Data & IT
It Business Analyst,0.30,379,2519,0.15045653,Administrative & Clerical
Junior Analyst,0.30,372,2481,0.149939541,Leadership & Strategy
Junior Business Analyst,0.30,373,2496,0.149439103,Medical & Healthcare
Research Engineer,0.30,205,1746,0.117411226,Supply Chain & Logistics
Senior Business Analyst,0.30,294,2165,0.135796767,Law Enforcement
Data Center Technician,0.30,202,1417,0.142554693,Construction
Senior Database Administrator,0.30,211,1749,0.120640366,Sales & Marketing
Benefits Administrator,0.30,238,1372,0.173469388,Hospitality
Employment Specialist,0.30,216,1190,0.181512605,Communication & PR
Hr Specialist,0.30,246,1874,0.131270011,Data & IT
Human Resources Specialist,0.30,236,1811,0.130314743,Administrative & Clerical
Physician Recruiter,0.30,188,1178,0.15959253,Leadership & Strategy
Reporting Analyst,0.30,244,1914,0.127481714,Medical & Healthcare
Training Administrator,0.30,299,1876,0.159381663,Supply Chain & Logistics
Travel Coordinator,0.30,241,1611,0.149596524,Law Enforcement
Background Investigator,0.30,166,1121,0.14808207,Construction
Bankruptcy Paralegal,0.30,209,1341,0.15585384,Sales & Marketing
Contract Administrator,0.30,226,1336,0.169161677,Hospitality
Foster Care Case Manager,0.30,173,1505,0.114950166,Communication & PR
Intellectual Property Attorney,0.30,196,1380,0.142028986,Data & IT
Legal Analyst,0.30,235,1548,0.151808786,Administrative & Clerical
Legal Consultant,0.30,220,1464,0.150273224,Leadership & Strategy
Patent Attorney,0.30,176,1168,0.150684932,Medical & Healthcare
Staff Attorney,0.30,135,1167,0.115681234,Supply Chain & Logistics
Development Officer,0.30,174,1022,0.170254403,Law Enforcement
Major Gifts Officer,0.30,219,1732,0.126443418,Construction
